Quake Number,Location,Magnitude,Time
1471,"M 4.9 - 116km SSW of Sidorukun, Indonesia",4.9,2019-08-12 02:31:23
1472,"M 4.7 - 105km ESE of Iquique, Chile",4.7,2019-08-12 02:17:50
1473,"M 4.5 - 54km SSE of Emporeio, Greece",4.5,2019-08-12 01:57:07
1474,"M 4.4 - 112km S of Sidorukun, Indonesia",4.4,2019-08-12 01:43:19
1475,"M 4.2 - 88km SSE of Korsakov, Russia",4.2,2019-08-12 00:37:21
1476,"M 4.1 - Kepulauan Barat Daya, Indonesia",4.1,2019-08-11 22:15:09
1477,"M 4.8 - 54km S of Domartang, China",4.8,2019-08-11 21:32:29
1478,"M 4.3 - 61km S of Domartang, China",4.3,2019-08-11 21:06:16
1479,"M 4.0 - 17km NNW of Santa Rosa del Conlara, Argentina",4,2019-08-11 20:30:18
1480,"M 4.6 - 12km W of Azurduy, Bolivia",4.6,2019-08-11 19:47:02
1481,"M 4.4 - 190km W of Saumlaki, Indonesia",4.4,2019-08-11 19:06:57
1482,"M 4.8 - 117km S of Sidorukun, Indonesia",4.8,2019-08-11 16:51:33
1483,"M 4.7 - 34km SE of Kendalrejo, Indonesia",4.7,2019-08-11 16:08:14
1484,"M 4.7 - 18km SW of Motueka, New Zealand",4.7,2019-08-11 14:44:35
1485,"M 4.4 - 29km ESE of Suncho Corral, Argentina",4.4,2019-08-11 12:44:07
1486,"M 4.9 - 139km SW of Angaur State, Palau",4.9,2019-08-11 11:51:13
1487,M 4.5 - South of the Fiji Islands,4.5,2019-08-11 10:39:00
1488,M 4.4 - Western Indian-Antarctic Ridge,4.4,2019-08-11 09:40:18
1489,M 4.4 - Western Indian-Antarctic Ridge,4.4,2019-08-11 09:03:04
1490,"M 4.1 - 21km S of Tinogasta, Argentina",4.1,2019-08-11 09:02:40
1491,"M 4.6 - 53km S of Domartang, China",4.6,2019-08-11 05:08:00
1492,"M 4.5 - 10km NNE of Aratoca, Colombia",4.5,2019-08-11 05:00:09
1493,"M 4.2 - 143km NE of San Pedro de Atacama, Chile",4.2,2019-08-11 04:27:35
1494,M 4.5 - East of the Kuril Islands,4.5,2019-08-11 03:07:38
1495,"M 4.0 - 62km NW of Taltal, Chile",4,2019-08-11 01:41:26
1496,"M 4.4 - 275km SE of Lambasa, Fiji",4.4,2019-08-11 01:20:59
1497,"M 5.0 - 77km S of Pirgos, Greece",5,2019-08-11 01:02:49
1498,"M 4.6 - 8km E of Cantilan, Philippines",4.6,2019-08-10 22:52:37
1499,"M 5.0 - 241km SSW of Biha, Indonesia",5,2019-08-10 22:39:03
1500,"M 4.5 - 39km S of Pucallpa, Peru",4.5,2019-08-10 22:36:37
1501,"M 4.3 - 5km SE of Zaqatala, Azerbaijan",4.3,2019-08-10 21:29:20
1502,M 4.5 - East of the Kuril Islands,4.5,2019-08-10 21:17:45
1503,"M 5.0 - 61km S of Domartang, China",5,2019-08-10 20:13:26
1504,"M 5.0 - 232km SSW of Biha, Indonesia",5,2019-08-10 20:11:10
1505,"M 4.3 - 291km NNE of Ndoi Island, Fiji",4.3,2019-08-10 19:55:38
1506,"M 4.9 - 47km SSE of Belen, Argentina",4.9,2019-08-10 17:36:42
1507,"M 5.0 - 163km SE of Petropavlovsk-Kamchatskiy, Russia",5,2019-08-10 17:17:17
1508,"M 4.5 - 78km NNW of Madang, Papua New Guinea",4.5,2019-08-10 16:37:42
1509,"M 4.6 - 96km NNW of Lae, Papua New Guinea",4.6,2019-08-10 15:58:51
1510,"M 4.9 - 94km SSE of Nikolski, Alaska",4.9,2019-08-10 15:38:54
1511,"M 5.2 - 61km NE of Sikabaluan, Indonesia",5.2,2019-08-10 15:11:09
1512,"M 4.7 - 22km SE of Tinogasta, Argentina",4.7,2019-08-10 13:06:47
1513,"M 4.1 - 54km N of Santo Domingo Zanatepec, Mexico",4.1,2019-08-10 12:45:43
1514,"M 4.4 - 29km WSW of Illapel, Chile",4.4,2019-08-10 11:16:05
1515,"M 4.5 - 50km S of Bambanglipuro, Indonesia",4.5,2019-08-10 07:26:45
1516,"M 4.6 - 62km SW of Tinabogan, Indonesia",4.6,2019-08-10 06:59:15
1517,"M 4.5 - 210km NW of Saumlaki, Indonesia",4.5,2019-08-10 06:26:02
1518,"M 5.4 - 244km SSE of Saparua, Indonesia",5.4,2019-08-10 06:01:33
1519,"M 4.0 - 265km ESE of Lambasa, Fiji",4,2019-08-10 05:24:27
1520,"M 4.0 - 198km NW of Mikuni, Japan",4,2019-08-10 02:39:23
1521,"M 4.9 - 4km NW of Zaqatala, Azerbaijan",4.9,2019-08-10 01:35:10
1522,"M 4.3 - 143km SE of Lata, Solomon Islands",4.3,2019-08-10 01:32:28
1523,M 4.8 - Southwest Indian Ridge,4.8,2019-08-10 01:25:24
1524,"M 5.3 - 27km WSW of Roshtqal'a, Tajikistan",5.3,2019-08-10 00:43:12
1525,"M 4.0 - 218km ENE of Petropavlovsk-Kamchatskiy, Russia",4,2019-08-09 23:12:31
1526,"M 4.4 - 4km SSW of Lata, Solomon Islands",4.4,2019-08-09 22:47:44
1527,"M 4.5 - 45km NNE of Bristol Island, South Sandwich Islands",4.5,2019-08-09 22:22:13
1528,M 5.3 - Central Mid-Atlantic Ridge,5.3,2019-08-09 21:41:21
1529,"M 4.1 - 16km W of Sabtang, Philippines",4.1,2019-08-09 17:18:52
1530,"M 4.9 - 300km SSW of L'Esperance Rock, New Zealand",4.9,2019-08-09 17:13:37
1531,"M 4.9 - 172km SE of Esso, Russia",4.9,2019-08-09 16:35:50
1532,"M 4.5 - 34km SW of Puno, Peru",4.5,2019-08-09 16:27:53
1533,"M 4.6 - 225km WSW of Alofi, Niue",4.6,2019-08-09 16:08:15
1534,"M 4.4 - 55km SSE of Honiara, Solomon Islands",4.4,2019-08-09 16:01:13
1535,"M 4.5 - 39km WNW of Filiatra, Greece",4.5,2019-08-09 15:39:42
1536,"M 5.4 - 51km SW of Ust'-Kamchatsk Staryy, Russia",5.4,2019-08-09 15:26:57
1537,M 4.7 - North of Ascension Island,4.7,2019-08-09 14:10:12
1538,"M 4.2 - 31km W of Ashkasham, Afghanistan",4.2,2019-08-09 13:56:56
1539,"M 4.2 - 20km SE of Semisopochnoi Island, Alaska",4.2,2019-08-09 13:45:29
1540,"M 4.4 - 68km W of San Antonio de los Cobres, Argentina",4.4,2019-08-09 12:33:47
1541,"M 4.1 - 50km NNW of Sampungu, Indonesia",4.1,2019-08-09 12:20:57
1542,"M 4.1 - 56km W of Panguna, Papua New Guinea",4.1,2019-08-09 11:57:13
1543,"M 5.3 - 121km ENE of `Ohonua, Tonga",5.3,2019-08-09 11:45:46
1544,"M 4.5 - 112km W of Tomigusuku, Japan",4.5,2019-08-09 11:17:21
1545,"M 4.5 - 41km SSW of La Libertad, El Salvador",4.5,2019-08-09 11:03:59
1546,M 4.0 - Off the coast of Oregon,4,2019-08-09 10:39:44
1547,"M 4.5 - 104km E of Pondaguitan, Philippines",4.5,2019-08-09 09:57:02
1548,"M 4.3 - 36km NNW of Agrihan, Northern Mariana Islands",4.3,2019-08-09 08:21:49
1549,"M 4.1 - 88km N of Charlotte Amalie, U.S. Virgin Islands",4.05,2019-08-09 08:21:41
1550,"M 4.2 - 186km NNW of Farallon de Pajaros, Northern Mariana Islands",4.2,2019-08-09 07:40:25
1551,"M 5.1 - 32km NW of Taron, Papua New Guinea",5.1,2019-08-09 07:09:47
1552,"M 4.4 - 31km NW of Baglung, Nepal",4.4,2019-08-09 06:41:13
1553,"M 4.5 - 141km SSE of Raoul Island, New Zealand",4.5,2019-08-09 06:32:32
1554,"M 4.7 - 138km N of Farallon de Pajaros, Northern Mariana Islands",4.7,2019-08-09 05:45:22
1555,M 4.8 - Southern East Pacific Rise,4.8,2019-08-09 05:22:51
1556,M 4.7 - Southern East Pacific Rise,4.7,2019-08-09 04:52:45
1557,M 4.6 - Southern East Pacific Rise,4.6,2019-08-09 04:48:55
1558,M 4.6 - Southern East Pacific Rise,4.6,2019-08-09 04:02:09
1559,"M 4.4 - 127km ENE of L'Esperance Rock, New Zealand",4.4,2019-08-09 03:57:37
1560,M 4.7 - South of the Fiji Islands,4.7,2019-08-09 03:37:18
1561,M 4.7 - Southern East Pacific Rise,4.7,2019-08-09 03:26:02
1562,"M 4.4 - 177km NW of Neiafu, Tonga",4.4,2019-08-09 01:41:28
1563,"M 4.8 - 54km ESE of Hongtu, China",4.8,2019-08-09 01:23:51
1564,"M 4.3 - 21km NNE of Jesus Carranza, Mexico",4.3,2019-08-08 23:48:01
1565,"M 4.0 - 289km SSE of Sigave, Wallis and Futuna",4,2019-08-08 21:36:53
1566,"M 4.5 - 15km E of Tebingtinggi, Indonesia",4.5,2019-08-08 21:32:10
1567,"M 5.3 - 123km ENE of Kimbe, Papua New Guinea",5.3,2019-08-08 20:54:37
1568,M 4.6 - South of Africa,4.6,2019-08-08 20:51:47
1569,"M 4.7 - 36km S of Salamanca, Chile",4.7,2019-08-08 20:09:36
1570,M 4.7 - Central East Pacific Rise,4.7,2019-08-08 19:55:57
1571,M 4.7 - South of the Fiji Islands,4.7,2019-08-08 19:39:03
1572,M 4.4 - South of the Fiji Islands,4.4,2019-08-08 17:16:05
1573,"M 4.7 - 165km E of Tadine, New Caledonia",4.7,2019-08-08 17:01:24
1574,"M 4.4 - 91km ESE of Taron, Papua New Guinea",4.4,2019-08-08 15:47:17
1575,"M 4.3 - 229km WNW of Saumlaki, Indonesia",4.3,2019-08-08 14:53:00
1576,"M 4.5 - 120km ENE of L'Esperance Rock, New Zealand",4.5,2019-08-08 14:31:53
1577,"M 4.7 - 121km WNW of Kota Ternate, Indonesia",4.7,2019-08-08 14:26:38
1578,"M 4.3 - 60km ESE of Inarajan Mayor's Office, Guam",4.3,2019-08-08 13:42:21
1579,"M 4.2 - 40km ESE of Severo-Kuril'sk, Russia",4.2,2019-08-08 13:36:34
1580,"M 5.1 - 102km NNW of Hirara, Japan",5.1,2019-08-08 12:56:45
1581,M 4.3 - South of the Fiji Islands,4.3,2019-08-08 12:06:13
1582,"M 4.3 - 98km ENE of Murghob, Tajikistan",4.3,2019-08-08 12:04:07
1583,"M 4.7 - 118km SSW of Abepura, Indonesia",4.7,2019-08-08 11:56:45
1584,"M 4.5 - 145km ENE of L'Esperance Rock, New Zealand",4.5,2019-08-08 11:08:48
1585,M 4.3 - South of the Kermadec Islands,4.3,2019-08-08 10:37:37
1586,"M 4.7 - 149km WNW of Ogotua, Indonesia",4.7,2019-08-08 10:05:31
1587,"M 4.2 - 118km WSW of Kota Ternate, Indonesia",4.2,2019-08-08 09:45:56
1588,"M 4.3 - 79km SW of Palaiochora, Greece",4.3,2019-08-08 09:43:36
1589,"M 4.9 - 136km SW of Lebu, Chile",4.9,2019-08-08 05:26:21
1590,"M 5.9 - 8km ESE of Baklan, Turkey",5.9,2019-08-08 05:25:31
1591,"M 4.3 - 5km SE of Baklan, Turkey",4.3,2019-08-08 05:19:37
1592,"M 4.2 - 46km NW of Savannah Bight, Honduras",4.2,2019-08-08 04:30:47
1593,"M 4.3 - 229km WNW of Saumlaki, Indonesia",4.3,2019-08-08 03:11:57
1594,"M 4.3 - 192km SSW of Ndoi Island, Fiji",4.3,2019-08-08 02:40:10
1595,"M 4.7 - 23km SSE of Seferihisar, Turkey",4.7,2019-08-08 02:39:08
1596,"M 4.1 - 292km WNW of Ozernovskiy, Russia",4.1,2019-08-08 02:25:30
1597,"M 4.3 - 37km S of Jarm, Afghanistan",4.3,2019-08-08 00:42:46
1598,"M 4.1 - 191km SSE of Sarangani, Philippines",4.1,2019-08-08 00:07:50
1599,"M 4.3 - 63km S of Sola, Vanuatu",4.3,2019-08-07 23:30:31
1600,"M 4.2 - 38km SSE of Namatanai, Papua New Guinea",4.2,2019-08-07 23:22:16
1601,"M 4.6 - 121km ESE of `Ohonua, Tonga",4.6,2019-08-07 22:59:47
1602,"M 4.9 - 88km SSW of Santiago, Peru",4.9,2019-08-07 22:39:21
1603,"M 4.5 - 138km NE of L'Esperance Rock, New Zealand",4.5,2019-08-07 21:41:21
1604,M 4.5 - South of the Fiji Islands,4.5,2019-08-07 21:38:03
1605,"M 5.0 - 196km ENE of Pagan, Northern Mariana Islands",5,2019-08-07 18:49:48
1606,"M 5.8 - 18km ESE of Farkhar, Afghanistan",5.8,2019-08-07 18:45:26
1607,"M 4.0 - 7km SSE of Su'ao, Taiwan",4,2019-08-07 17:02:22
1608,"M 5.8 - 16km SSE of Su'ao, Taiwan",5.8,2019-08-07 15:28:03
1609,"M 4.3 - 14km N of Aratoca, Colombia",4.3,2019-08-07 14:39:05
1610,"M 4.5 - 180km SW of Tugu Hilir, Indonesia",4.5,2019-08-07 14:27:28
1611,"M 4.6 - 22km ESE of Mangili, Philippines",4.6,2019-08-07 13:53:26
1612,"M 4.1 - 60km SW of Kota Ternate, Indonesia",4.1,2019-08-07 12:52:51
1613,"M 4.4 - 195km NNW of Dili, East Timor",4.4,2019-08-07 12:44:55
1614,"M 4.2 - 47km SSW of Molibagu, Indonesia",4.2,2019-08-07 12:15:23
1615,"M 4.4 - 264km NNE of Ndoi Island, Fiji",4.4,2019-08-07 12:08:20
1616,M 4.5 - Fiji region,4.5,2019-08-07 10:55:52
1617,"M 4.2 - 134km S of Raoul Island, New Zealand",4.2,2019-08-07 09:41:40
1618,M 5.3 - Southern East Pacific Rise,5.3,2019-08-07 06:26:49
1619,"M 4.5 - 26km SE of Namie, Japan",4.5,2019-08-07 06:10:46
1620,"M 4.4 - 161km SSE of Raoul Island, New Zealand",4.4,2019-08-07 01:45:13
1621,M 4.7 - Southeast of Easter Island,4.7,2019-08-07 01:11:05
1622,M 4.7 - South of the Fiji Islands,4.7,2019-08-07 01:06:39
1623,"M 4.3 - 25km S of Uyuni, Bolivia",4.3,2019-08-07 00:16:35
1624,"M 5.9 - 52km E of Luganville, Vanuatu",5.9,2019-08-06 23:32:40
1625,"M 4.5 - 116km SSW of Maitum, Philippines",4.5,2019-08-06 23:11:13
1626,"M 4.4 - 127km NW of Sola, Vanuatu",4.4,2019-08-06 22:30:46
1627,"M 4.5 - 160km W of Santa Genoveva de Docorodo, Colombia",4.5,2019-08-06 22:12:24
1628,M 4.6 - Central East Pacific Rise,4.6,2019-08-06 22:02:14
1629,"M 4.6 - 120km S of Lorengau, Papua New Guinea",4.6,2019-08-06 21:23:11
1630,"M 4.2 - 163km WSW of Vaini, Tonga",4.2,2019-08-06 19:23:46
1631,"M 4.4 - 78km SW of Jiquilillo, Nicaragua",4.4,2019-08-06 19:19:11
1632,M 4.6 - Central East Pacific Rise,4.6,2019-08-06 18:44:57
1633,"M 4.4 - 237km E of Amahai, Indonesia",4.4,2019-08-06 17:39:30
1634,"M 5.9 - 37km SE of Port-Vila, Vanuatu",5.9,2019-08-06 16:14:14
1635,"M 4.1 - 98km WSW of Nikol'skoye, Russia",4.1,2019-08-06 15:54:03
1636,"M 4.9 - 11km S of Pital, Costa Rica",4.9,2019-08-06 15:14:10
1637,M 4.4 - Central East Pacific Rise,4.4,2019-08-06 13:24:04
1638,"M 4.6 - 84km NNE of Laiwui, Indonesia",4.6,2019-08-06 12:52:48
1639,"M 4.2 - 170km SW of Sarangani, Philippines",4.2,2019-08-06 12:37:05
1640,"M 4.8 - 85km ENE of Dolinsk, Russia",4.8,2019-08-06 11:40:46
1641,"M 4.3 - 7km N of Dacudao, Philippines",4.3,2019-08-06 11:32:49
1642,M 4.9 - Central East Pacific Rise,4.9,2019-08-06 11:20:57
1643,"M 4.6 - 16km SSE of Kasese, Uganda",4.6,2019-08-06 10:58:31
1644,"M 4.5 - 20km SSW of Merizo Village, Guam",4.5,2019-08-06 10:13:57
1645,M 4.5 - Southeast of Easter Island,4.5,2019-08-06 09:28:18
1646,"M 4.2 - 150km S of Baubau, Indonesia",4.2,2019-08-06 09:21:42
1647,"M 4.5 - 109km SSW of Raoul Island, New Zealand",4.5,2019-08-06 09:02:33
1648,"M 4.5 - 92km N of Laiwui, Indonesia",4.5,2019-08-06 08:39:36
1649,"M 4.7 - 35km NW of Neiafu, Tonga",4.7,2019-08-06 08:10:14
1650,"M 4.5 - 3km S of Tingloy, Philippines",4.5,2019-08-06 05:13:40
1651,"M 4.6 - 62km NNW of Neiafu, Tonga",4.6,2019-08-06 04:56:21
1652,"M 4.3 - 48km NNE of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",4.3,2019-08-06 01:02:42
1653,"M 4.6 - 118km E of Bouvet Island, Bouvet Island",4.6,2019-08-06 00:53:45
1654,"M 4.2 - 169km WNW of Neiafu, Tonga",4.2,2019-08-06 00:47:36
1655,"M 4.1 - 3km NW of Manhattan, Montana",4.1,2019-08-05 22:27:04
1656,"M 4.2 - 25km NW of Piti Village, Guam",4.2,2019-08-05 22:13:23
1657,"M 5.1 - 167km WNW of Tobelo, Indonesia",5.1,2019-08-05 21:51:16
1658,"M 4.2 - 88km WNW of Neiafu, Tonga",4.2,2019-08-05 21:14:57
1659,"M 4.2 - 147km N of Calama, Chile",4.2,2019-08-05 20:54:47
1660,"M 4.6 - 51km SE of Kandrian, Papua New Guinea",4.6,2019-08-05 20:41:02
1661,"M 4.2 - 49km S of Semisopochnoi Island, Alaska",4.2,2019-08-05 20:27:22
1662,"M 4.2 - 149km WNW of Saumlaki, Indonesia",4.2,2019-08-05 20:18:39
1663,"M 4.3 - 4km WNW of Messini, Greece",4.3,2019-08-05 19:46:54
1664,"M 4.5 - 38km S of Hualian, Taiwan",4.5,2019-08-05 19:31:31
1665,"M 4.8 - 32km S of Hualian, Taiwan",4.8,2019-08-05 19:19:49
1666,"M 4.4 - 103km W of San Antonio de los Cobres, Argentina",4.4,2019-08-05 17:23:38
1667,"M 4.4 - 6km WNW of Paltin, Romania",4.4,2019-08-05 15:05:08
1668,M 4.8 - South of the Fiji Islands,4.8,2019-08-05 14:47:27
1669,"M 4.2 - 243km S of Sidorukun, Indonesia",4.2,2019-08-05 13:42:44
1670,"M 4.9 - 98km ESE of L'Esperance Rock, New Zealand",4.9,2019-08-05 13:29:24
1671,"M 4.4 - 91km NNE of Tobelo, Indonesia",4.4,2019-08-05 13:16:52
1672,"M 4.3 - 48km ENE of Taniwel, Indonesia",4.3,2019-08-05 13:13:00
1673,"M 4.2 - 22km NE of Itbayat, Philippines",4.2,2019-08-05 12:34:27
1674,"M 4.4 - 82km NE of Sangiang, Indonesia",4.4,2019-08-05 12:26:02
1675,"M 4.0 - 3km SE of Big Lake, Alaska",4,2019-08-05 11:59:58
1676,M 4.2 - South of the Fiji Islands,4.2,2019-08-05 09:16:28
1677,"M 4.3 - 43km N of Nggilat, Indonesia",4.3,2019-08-05 08:14:47
1678,"M 4.0 - 125km WSW of Gustavus, Alaska",4,2019-08-05 05:46:08
1679,"M 4.7 - 82km WNW of Myitkyina, Burma",4.7,2019-08-05 03:43:03
1680,"M 4.4 - 19km W of Ntungamo, Uganda",4.4,2019-08-05 03:37:13
1681,"M 5.8 - 50km NW of Neiafu, Tonga",5.8,2019-08-05 03:01:00
1682,"M 4.5 - 21km N of Matucana, Peru",4.5,2019-08-05 01:48:47
1683,"M 4.3 - 119km SSW of Nikolski, Alaska",4.3,2019-08-05 00:48:15
1684,"M 4.5 - 24km SW of Kandrian, Papua New Guinea",4.5,2019-08-05 00:27:08
1685,"M 4.4 - 16km ENE of Ambunti, Papua New Guinea",4.4,2019-08-04 23:38:55
1686,"M 4.5 - 100km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.5,2019-08-04 23:21:20
1687,"M 5.0 - 201km WSW of Kuripan, Indonesia",5,2019-08-04 23:09:59
1688,"M 4.0 - 279km NW of Safi, Morocco",4,2019-08-04 22:37:35
1689,"M 4.8 - 35km ENE of Port-Olry, Vanuatu",4.8,2019-08-04 22:21:04
1690,"M 4.7 - 61km W of Tobelo, Indonesia",4.7,2019-08-04 21:53:44
1691,"M 4.7 - 140km SSE of Muara Siberut, Indonesia",4.7,2019-08-04 21:37:45
1692,"M 4.7 - 165km S of Ndoi Island, Fiji",4.7,2019-08-04 21:32:20
1693,"M 4.1 - 250km ESE of Lambasa, Fiji",4.1,2019-08-04 21:18:42
1694,"M 4.0 - 239km ENE of Dili, East Timor",4,2019-08-04 19:52:15
1695,M 5.8 - Central Mid-Atlantic Ridge,5.8,2019-08-04 18:40:46
1696,"M 4.3 - 91km SSE of Baracoa, Cuba",4.3,2019-08-04 18:34:12
1697,"M 4.6 - 122km S of Naze, Japan",4.6,2019-08-04 18:32:12
1698,"M 4.5 - 150km SSW of Little Sitkin Island, Alaska",4.5,2019-08-04 18:08:40
1699,"M 4.2 - 75km ESE of Taron, Papua New Guinea",4.2,2019-08-04 17:13:35
1700,M 4.9 - Southern East Pacific Rise,4.9,2019-08-04 16:28:35
1701,"M 4.7 - 135km N of Ceva-i-Ra, Fiji",4.7,2019-08-04 16:03:00
1702,"M 4.4 - 158km NW of Neiafu, Tonga",4.4,2019-08-04 15:47:32
1703,M 4.8 - Southern East Pacific Rise,4.8,2019-08-04 15:17:04
1704,"M 5.4 - 25km N of Do Gonbadan, Iran",5.4,2019-08-04 13:51:16
1705,"M 4.1 - 37km E of Great Swan Island, Honduras",4.1,2019-08-04 13:23:45
1706,"M 5.0 - 26km W of Ashkasham, Afghanistan",5,2019-08-04 13:04:54
1707,"M 4.5 - 11km WSW of Tingloy, Philippines",4.5,2019-08-04 12:36:14
1708,"M 4.6 - 76km NNE of Luwuk, Indonesia",4.6,2019-08-04 12:08:25
1709,"M 4.4 - 23km ENE of Miyako, Japan",4.4,2019-08-04 11:11:55
1710,"M 4.1 - 104km NE of Farallon de Pajaros, Northern Mariana Islands",4.1,2019-08-04 10:54:16
1711,"M 4.5 - 9km W of San Andres, Colombia",4.5,2019-08-04 10:46:49
1712,"M 4.1 - 87km SW of Atocha, Bolivia",4.1,2019-08-04 09:33:39
1713,"M 4.7 - 272km NNE of Opotiki, New Zealand",4.7,2019-08-04 08:55:48
1714,"M 4.7 - 65km SSE of Honiara, Solomon Islands",4.7,2019-08-04 07:54:48
1715,M 4.5 - South of the Fiji Islands,4.5,2019-08-04 07:48:04
1716,"M 4.4 - 23km SSW of Tilamuta, Indonesia",4.4,2019-08-04 07:31:12
1717,"M 4.3 - 193km NNE of Ust'-Kuyga, Russia",4.3,2019-08-04 07:22:56
1718,"M 4.0 - 220km NW of Saumlaki, Indonesia",4,2019-08-04 06:46:27
1719,"M 4.3 - 52km NE of Shughnon, Tajikistan",4.3,2019-08-04 06:45:47
1720,M 4.4 - Fiji region,4.4,2019-08-04 06:34:34
1721,"M 4.3 - 38km E of Tekeli, Kazakhstan",4.3,2019-08-04 06:31:52
1722,"M 5.6 - 270km NW of Auckland Island, New Zealand",5.6,2019-08-04 05:44:21
1723,"M 6.3 - 61km ENE of Namie, Japan",6.3,2019-08-04 04:23:03
1724,"M 4.4 - 123km SSE of Kimbe, Papua New Guinea",4.4,2019-08-04 03:16:10
1725,"M 4.3 - 110km SW of Abepura, Indonesia",4.3,2019-08-04 02:14:05
1726,M 4.4 - South of Panama,4.4,2019-08-04 01:33:21
1727,"M 4.2 - 170km WNW of Farallon de Pajaros, Northern Mariana Islands",4.2,2019-08-03 23:12:20
1728,"M 4.5 - 25km NW of Itbayat, Philippines",4.5,2019-08-03 19:52:57
1729,"M 4.2 - 66km SW of Juli, Peru",4.2,2019-08-03 19:34:09
1730,"M 5.0 - 247km E of Port Blair, India",5,2019-08-03 19:26:14
1731,"M 5.1 - 252km SW of Riverton, New Zealand",5.1,2019-08-03 18:11:07
1732,"M 4.0 - 29km ENE of Yairipok, India",4,2019-08-03 18:10:32
1733,"M 4.9 - 19km NW of Cabodiongan, Philippines",4.9,2019-08-03 17:17:33
1734,"M 4.1 - 4km SW of Itbayat, Philippines",4.1,2019-08-03 15:50:36
1735,"M 4.0 - 7km W of Jarm, Afghanistan",4,2019-08-03 15:15:00
1736,"M 5.0 - 15km N of Cabodiongan, Philippines",5,2019-08-03 15:10:56
1737,"M 4.6 - 97km NNE of Hihifo, Tonga",4.6,2019-08-03 15:05:32
1738,"M 4.3 - 67km SSW of Mekarsari, Indonesia",4.3,2019-08-03 14:31:20
1739,"M 4.2 - 128km ENE of Amahai, Indonesia",4.2,2019-08-03 13:03:06
1740,"M 5.2 - 189km SSE of Unalaska, Alaska",5.2,2019-08-03 12:11:27
1741,"M 4.6 - 31km W of Miyako, Japan",4.6,2019-08-03 12:04:18
1742,"M 4.1 - 11km SW of Korini, Greece",4.1,2019-08-03 11:17:09
1743,"M 4.5 - 68km ENE of Ranau, Malaysia",4.5,2019-08-03 09:31:05
1744,"M 4.7 - 84km SSW of Chirovanga, Solomon Islands",4.7,2019-08-03 07:58:48
1745,"M 4.8 - 52km WSW of Myitkyina, Burma",4.8,2019-08-03 06:19:16
1746,M 4.4 - South of the Fiji Islands,4.4,2019-08-03 06:03:17
1747,"M 4.0 - 56km W of Bandar, Indonesia",4,2019-08-03 05:16:14
1748,"M 4.1 - 8km NE of Aratoca, Colombia",4.1,2019-08-03 05:06:16
1749,"M 5.1 - 65km ESE of Karpathos, Greece",5.1,2019-08-03 03:51:24
1750,"M 4.3 - 105km SW of Kokopo, Papua New Guinea",4.3,2019-08-03 03:51:12
1751,"M 4.3 - 44km WNW of Babakantonggoh, Indonesia",4.3,2019-08-03 03:24:18
1752,"M 4.3 - 296km N of Ndoi Island, Fiji",4.3,2019-08-03 02:40:50
1753,"M 4.5 - 15km SE of Komsomolobod, Tajikistan",4.5,2019-08-03 02:09:15
1754,"M 4.4 - 61km N of Ternate, Indonesia",4.4,2019-08-03 01:19:35
1755,"M 4.2 - 38km ESE of Farkhar, Afghanistan",4.2,2019-08-02 22:30:26
1756,"M 4.4 - 167km W of Port Hardy, Canada",4.4,2019-08-02 22:11:45
1757,"M 4.7 - 96km SSE of Lata, Solomon Islands",4.7,2019-08-02 20:18:07
1758,"M 4.6 - 228km W of Abepura, Indonesia",4.6,2019-08-02 19:44:39
1759,"M 4.5 - 286km WNW of Saumlaki, Indonesia",4.5,2019-08-02 19:29:49
1760,"M 4.4 - 233km S of Sindangsari, Indonesia",4.4,2019-08-02 18:36:50
1761,"M 4.2 - 33km SW of Javanrud, Iran",4.2,2019-08-02 18:26:06
1762,"M 4.6 - 42km S of Hualian, Taiwan",4.6,2019-08-02 16:24:43
1763,"M 4.9 - 191km SW of Vaini, Tonga",4.9,2019-08-02 13:02:48
1764,"M 5.0 - 123km S of Raoul Island, New Zealand",5,2019-08-02 12:16:52
1765,"M 4.1 - 100km WNW of Santa Cruz, Chile",4.1,2019-08-02 11:58:51
1766,"M 5.0 - 24km NNW of Cabodiongan, Philippines",5,2019-08-02 11:28:23
1767,"M 4.4 - 2km NNE of Citegal, Indonesia",4.4,2019-08-02 11:22:04
1768,"M 5.2 - 15km ESE of Lamitan, Philippines",5.2,2019-08-02 10:10:11
1769,"M 4.4 - 273km S of Amahusu, Indonesia",4.4,2019-08-02 09:17:22
1770,"M 4.6 - 23km E of Mawlaik, Burma",4.6,2019-08-02 08:37:37
1771,"M 4.1 - 90km W of Kandrian, Papua New Guinea",4.1,2019-08-02 08:00:19
1772,"M 4.9 - 30km SSW of Hualian, Taiwan",4.9,2019-08-02 07:53:09
1773,M 5.0 - Western Indian-Antarctic Ridge,5,2019-08-02 07:06:53
1774,"M 6.9 - 106km WSW of Tugu Hilir, Indonesia",6.9,2019-08-02 06:03:26
1775,"M 4.2 - 221km NNE of Ndoi Island, Fiji",4.2,2019-08-02 05:09:29
1776,M 4.9 - South Pacific Ocean,4.9,2019-08-02 04:44:46
1777,"M 4.7 - 5km N of Juan Rodriguez Clara, Mexico",4.7,2019-08-02 02:34:59
1778,"M 4.5 - 72km SE of Sarangani, Philippines",4.5,2019-08-02 01:22:12
